source;source_id;timestamp;price;total area;dorms;toilets;parking;address;lat;lng
vivareal;apartamento-5-quartos-jardim-paulistano-zona-oeste-sao-paulo-com-garagem-584m2-venda-RS37500000-id-2655320059;"2023-11-01 11:13:54.991902";37500000;584;5.0;;6.0;Rua Frederic Chopin, 210 - Jardim Paulistano, São Paulo - SP;-23.5838896;-46.6878524
vivareal;apartamento-4-quartos-jardim-paulista-zona-sul-sao-paulo-com-garagem-587m2-venda-RS15700000-id-2636921809;"2023-11-01 11:14:19.785893";15700000;587;4.0;;8.0;Alameda Joaquim Eugênio de Lima - Jardim Paulista, São Paulo - SP;-23.5693755;-46.6540624
vivareal;sala-comercial-cidade-jardim-zona-sul-sao-paulo-com-garagem-1812m2-venda-RS30823380-id-2652425156;"2023-11-01 11:15:13.415647";30823380;1812;;20.0;56.0;Avenida Magalhães de Castro, 4800 - Cidade Jardim, São Paulo - SP;-23.6017628;-46.6983701
vivareal;cobertura-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-355m2-venda-RS15000000-id-2647887061;"2023-11-01 11:15:37.033270";15000000;355;3.0;;3.0;Itaim Bibi, São Paulo - SP;-23.5837476;-46.6780743
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-500m2-venda-RS29600000-id-2663488432;"2023-11-01 11:28:07.706226";29600000;500;5.0;;5.0;Rua Bueno Brandão, 257 - Vila Nova Conceição, São Paulo - SP;-23.5909651;-46.6703553
vivareal;galpao-deposito-armazem-lapa-zona-oeste-sao-paulo-com-garagem-11979m2-venda-RS39700000-id-2591811534;"2023-11-01 11:28:33.650137";39700000;11979;;10.0;10.0;Rua William Speers, 1 - Lapa, São Paulo - SP;-23.5209753;-46.6954089
vivareal;galpao-deposito-armazem-lapa-zona-oeste-sao-paulo-3200m2-venda-RS24500000-id-2578774637;"2023-11-01 11:28:57.614139";24500000;3200;;;0.0;Rua Padre Penteado de Oliveira, 94 - Lapa, São Paulo - SP;-23.5111173;-46.6883689
vivareal;sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-550m2-venda-RS20000000-id-2646972068;"2023-11-01 11:29:51.459594";20000000;550;;10.0;5.0;Avenida Brigadeiro Faria Lima, 3015 - Itaim Bibi, São Paulo - SP;-23.5831718;-46.683338
vivareal;imovel-comercial-2-quartos-campo-grande-zona-sul-sao-paulo-115m2-venda-RS41250000-id-2631861382;"2023-11-01 11:30:15.302752";41250000;115;2.0;2.0;0.0;Rua Juvenil - Campo Grande, São Paulo - SP;-23.666957;-46.6910202
vivareal;casa-de-condominio-4-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-612m2-venda-RS15630000-id-2663488298;"2023-11-01 11:30:38.899922";15630000;612;4.0;;5.0;Rua Dona Elisa Pereira de Barros, 559 - Jardim Europa, São Paulo - SP;-23.5762142;-46.69363389999999
vivareal;predio-comercial-consolacao-centro-sao-paulo-com-garagem-4500m2-venda-RS60000000-id-2620748252;"2023-11-01 11:31:02.721015";60000000;4500;;;40.0;Avenida Nove de Julho, 277 - Consolação, São Paulo - SP;-23.5494529;-46.6412922
vivareal;casa-1-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-1333m2-venda-RS29000000-id-2634891402;"2023-11-01 11:31:26.437901";29000000;1333;1.0;;30.0;Avenida Brasil - Jardim América, São Paulo - SP;-23.5706274;-46.6705692
vivareal;lote-terreno-vila-prudente-zona-leste-sao-paulo-venda-RS33000000-id-2646736372;"2023-11-01 11:31:50.596320";33000000;0;;;;Rua Susana, SN - Vila Prudente, São Paulo - SP;-23.5888795;-46.5620128
vivareal;cobertura-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-560m2-venda-RS17500000-id-2663486141;"2023-11-01 11:32:14.702863";17500000;560;4.0;;6.0;Avenida Hélio Pellegrino, 622 - Vila Nova Conceição, São Paulo - SP;-23.5982143;-46.670906
vivareal;sala-comercial-jardim-sao-luis-zona-sul-sao-paulo-com-garagem-2844m2-venda-RS25596316-id-2665772684;"2023-11-01 11:32:38.539599";25596316;2844;;6.0;28.0;Avenida Maria Coelho Aguiar, 01 - Jardim São Luís, São Paulo - SP;-23.6454149;-46.7299043
vivareal;sala-comercial-centro-centro-sao-paulo-540m2-venda-RS580000000-id-2475445695;"2023-11-01 11:33:02.165941";580000000;540;;4.0;0.0;Rua Antônio de Godói, 88 - Centro, São Paulo - SP;-23.5421318;-46.6370877
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-500m2-venda-RS21000000-id-2656886202;"2023-11-01 11:33:26.247974";21000000;500;5.0;;5.0;Rua Bueno Brandão, 257 - Vila Nova Conceição, São Paulo - SP;-23.5909651;-46.6703553
vivareal;apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-421m2-venda-RS20000000-id-2572387577;"2023-11-01 11:33:50.724014";20000000;421;4.0;;6.0;Avenida Hélio Pellegrino - Vila Nova Conceição, São Paulo - SP;-23.598309;-46.6726165
vivareal;predio-comercial-tucuruvi-zona-norte-sao-paulo-com-garagem-8813m2-venda-RS26000000-id-2643101904;"2023-11-01 11:34:14.755132";26000000;8813;;;25.0;Avenida Guapira - Tucuruvi, São Paulo - SP;-23.4750365;-46.5923438
vivareal;ponto-comercial-jardim-marajoara-zona-sul-sao-paulo-400m2-venda-RS41290000-id-2631864264;"2023-11-01 11:34:38.729428";41290000;400;;2.0;0.0;Avenida Nossa Senhora do Sabará - Jardim Marajoara, São Paulo - SP;-23.679293;-46.6847117
vivareal;edificio-residencial-1-quartos-jardim-paulista-zona-sul-sao-paulo-1080m2-venda-RS40000000-id-2576447294;"2023-11-01 11:35:02.454961";40000000;1080;1.0;1.0;;Jardim Paulista, São Paulo - SP;-23.5739787;-46.6606906
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-711m2-venda-RS36000000-id-2652377661;"2023-11-01 11:35:26.313027";36000000;711;5.0;;5.0;Rua Bueno Brandão, 257 - Vila Nova Conceição, São Paulo - SP;-23.5909651;-46.6703553
vivareal;casa-de-condominio-4-quartos-panamby-zona-sul-sao-paulo-com-garagem-907m2-venda-RS18000000-id-2588278417;"2023-11-01 11:35:49.867677";18000000;907;4.0;;5.0;Rua Italegre - Panamby, São Paulo - SP;-23.6188498;-46.7205977
vivareal;sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-413m2-venda-RS15000000-id-2660996955;"2023-11-01 11:36:13.733427";15000000;413;;;25.0;Avenida Brigadeiro Faria Lima, 3144 - Itaim Bibi, São Paulo - SP;-23.5839981;-46.68390369999999
vivareal;apartamento-4-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-570m2-venda-RS28000000-id-2525371376;"2023-11-01 11:37:02.062108";28000000;570;4.0;;6.0;Rua Leopoldo Couto Magalhães Júnior - Itaim Bibi, São Paulo - SP;-23.5882415;-46.680574
vivareal;apartamento-5-quartos-moema-zona-sul-sao-paulo-com-garagem-456m2-venda-RS18000000-id-2565695849;"2023-11-01 11:37:27.179687";18000000;456;5.0;;6.0;Moema, São Paulo - SP;-23.6020214;-46.6721032
vivareal;imovel-comercial-jardim-paulista-zona-sul-sao-paulo-com-garagem-590m2-venda-RS19000000-id-2659834268;"2023-11-01 11:37:50.748783";19000000;590;;5.0;26.0;Avenida Prefeito Waldemar Pfeifer, 1368 - Jardim Paulista, Pirajuí - SP;-21.9929318;-49.4547036
vivareal;sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-592m2-venda-RS30000000-id-2591764129;"2023-11-01 11:38:44.847018";30000000;592;;;16.0;Avenida Brigadeiro Faria Lima, 4300 - Itaim Bibi, São Paulo - SP;-23.5942463;-46.6811184
vivareal;apartamento-5-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-743m2-venda-RS65000000-id-2652665859;"2023-11-01 11:39:08.454186";65000000;743;5.0;;12.0;Rua Frederic Chopin, 50 - Jardim Europa, São Paulo - SP;-23.5838842;-46.6881954
vivareal;galpao-deposito-armazem-jurubatuba-zona-sul-sao-paulo-com-garagem-7547m2-venda-RS30000000-id-2624627660;"2023-11-01 11:39:32.089129";30000000;7547;;10.0;50.0;Rua das Baiadeiras - Jurubatuba, São Paulo - SP;-23.6745946;-46.6960296
vivareal;cobertura-6-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-915m2-venda-RS37000000-id-2657135708;"2023-11-01 11:39:55.962124";37000000;915;6.0;;6.0;Rua Leopoldo Couto Magalhães Júnior - Itaim Bibi, São Paulo - SP;-23.5882415;-46.680574
vivareal;lote-terreno-vila-olimpia-zona-sul-sao-paulo-400m2-venda-RS16000000-id-2627402273;"2023-11-01 11:40:19.775854";16000000;400;;;0.0;Vila Olímpia, São Paulo - SP;-23.598157;-46.6829301
vivareal;sala-comercial-chacara-santo-antonio-zona-sul-sao-paulo-com-garagem-1076m2-venda-RS16200000-id-2658801523;"2023-11-01 11:40:43.499746";16200000;1076;;10.0;31.0;Avenida das Nações Unidas, 17007 - Chácara Santo Antônio, São Paulo - SP;-23.6074648;-46.6972465
vivareal;casa-5-quartos-cidade-jardim-zona-sul-sao-paulo-com-garagem-455m2-venda-RS20000000-id-2536465796;"2023-11-01 11:41:08.700858";20000000;455;5.0;;4.0;Rua Boytac, 1 - Cidade Jardim, São Paulo - SP;-23.596133;-46.7030326
vivareal;galpao-deposito-armazem-barra-funda-zona-oeste-sao-paulo-com-garagem-4781m2-venda-RS24000000-id-2657070259;"2023-11-01 11:41:32.792364";24000000;4781;;20.0;50.0;Avenida Thomas Edison - Barra Funda, São Paulo - SP;-23.5215545;-46.666977
vivareal;sala-comercial-vila-mariana-zona-sul-sao-paulo-com-garagem-873m2-venda-RS15957446-id-2646267393;"2023-11-01 11:42:27.574910";15957446;873;;3.0;18.0;Rua Vergueiro, 2753 - Vila Mariana, São Paulo - SP;-23.585338;-46.63549279999999
vivareal;predio-comercial-moema-zona-sul-sao-paulo-com-garagem-1159m2-venda-RS15000000-id-2532749083;"2023-11-01 11:42:51.417261";15000000;1159;;8.0;3.0;Avenida Cotovia, 489 - Moema, São Paulo - SP;-23.6067864;-46.6712575
vivareal;galpao-deposito-armazem-vila-leopoldina-zona-oeste-sao-paulo-com-garagem-6203m2-venda-RS30000000-id-2661314364;"2023-11-01 11:43:15.122315";30000000;6203;;10.0;20.0;Vila Leopoldina, São Paulo - SP;-23.5324298;-46.7335886
vivareal;apartamento-5-quartos-jardim-paulistano-zona-oeste-sao-paulo-com-garagem-826m2-venda-RS60000000-id-2624430532;"2023-11-01 11:44:08.793519";60000000;826;5.0;;11.0;Rua Professor Artur Ramos - Jardim Paulistano, São Paulo - SP;-23.58278;-46.6876421
vivareal;apartamento-3-quartos-vila-olimpia-zona-sul-sao-paulo-com-garagem-215m2-venda-RS15950000-id-2663488667;"2023-11-01 11:44:32.362777";15950000;215;3.0;;3.0;Rua Casa do Ator, 90 - Vila Olímpia, São Paulo - SP;-23.6005567;-46.6746436
vivareal;lote-terreno-campo-belo-zona-sul-sao-paulo-2609m2-venda-RS19000000-id-2650640070;"2023-11-01 11:44:55.822588";19000000;2609;;;;Rua João Álvares Soares, 53 - Campo Belo, São Paulo - SP;-23.6303967;-46.680017
vivareal;predio-comercial-bras-zona-leste-sao-paulo-8730m2-venda-RS25000000-id-2661171987;"2023-11-01 11:45:19.935303";25000000;8730;;;;Brás, São Paulo - SP;-23.5377391;-46.6139513
vivareal;galpao-deposito-armazem-tucuruvi-zona-norte-sao-paulo-8813m2-venda-RS26000000-id-2459435611;"2023-11-01 11:45:43.827534";26000000;8813;;;;Tucuruvi, São Paulo - SP;-23.473904;-46.61081739999999
vivareal;apartamento-4-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-347m2-venda-RS16800000-id-2653354716;"2023-11-01 11:46:08.216803";16800000;347;4.0;4.0;5.0;Rua Tatuí - Jardim América, São Paulo - SP;-23.5664308;-46.6616051
vivareal;cobertura-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-203m2-venda-RS18600000-id-2641320082;"2023-11-01 11:46:32.017619";18600000;203;3.0;;3.0;Rua Casa do Ator, 90 - Itaim Bibi, São Paulo - SP;-23.6005567;-46.6746436
vivareal;apartamento-4-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-398m2-venda-RS17660000-id-2621264021;"2023-11-01 11:46:57.076169";17660000;398;4.0;;5.0;Rua João Lourenço, 577 - Vila Nova Conceição, São Paulo - SP;-23.5900512;-46.6699261
vivareal;galpao-deposito-armazem-lapa-zona-oeste-sao-paulo-com-garagem-11979m2-venda-RS39700000-id-2591811534;"2023-11-01 11:47:21.423715";39700000;11979;;10.0;10.0;Rua William Speers, 1 - Lapa, São Paulo - SP;-23.5209753;-46.6954089
vivareal;cobertura-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-355m2-venda-RS15000000-id-2647887061;"2023-11-01 11:47:45.602337";15000000;355;3.0;;3.0;Itaim Bibi, São Paulo - SP;-23.5837476;-46.6780743
vivareal;sobrado-4-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-680m2-venda-RS25000000-id-2645470208;"2023-11-01 11:48:09.509218";25000000;680;4.0;;8.0;Rua Turquia - Jardim Europa, São Paulo - SP;-23.5775695;-46.6799115
vivareal;predio-comercial-chacara-santo-antonio-zona-sul-sao-paulo-1550m2-venda-RS23399000-id-2650623582;"2023-11-01 11:48:33.146794";23399000;1550;;;;Rua Américo Brasiliense, 2316 - Chácara Santo Antônio, São Paulo - SP;-23.6276978;-46.7079262
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-500m2-venda-RS25000000-id-2655103686;"2023-11-01 11:49:27.234930";25000000;500;5.0;;5.0;Rua Bueno Brandão, 257 - Vila Nova Conceição, São Paulo - SP;-23.5909651;-46.6703553
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-500m2-venda-RS22800000-id-2583403971;"2023-11-01 11:49:51.744513";22800000;500;5.0;;5.0;Rua Bueno Brandão, 298 - Vila Nova Conceição, São Paulo - SP;-23.5906782;-46.6704734
vivareal;cobertura-4-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-537m2-venda-RS17850000-id-2571938627;"2023-11-01 11:50:15.932712";17850000;537;4.0;;6.0;Rua Groenlândia - Jardim América, São Paulo - SP;-23.5720377;-46.6747461
vivareal;casa-de-condominio-4-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-423m2-venda-RS19500000-id-2664917817;"2023-11-01 11:50:40.115318";19500000;423;4.0;;6.0;Jardim Europa, São Paulo - SP;-23.5773019;-46.6802279
vivareal;cambuci-zona-sul-sao-paulo-com-garagem-5000m2-venda-RS17234000-id-2607583086;"2023-11-01 11:51:03.721887";17234000;5000;;13.0;20.0;Rua Heitor Peixoto - Cambuci, São Paulo - SP;-23.5753836;-46.6221772
vivareal;lote-terreno-vila-prudente-zona-leste-sao-paulo-venda-RS33000000-id-2646736372;"2023-11-01 11:51:58.020178";33000000;0;;;;Rua Susana, SN - Vila Prudente, São Paulo - SP;-23.5888795;-46.5620128
vivareal;apartamento-3-quartos-paraiso-zona-sul-sao-paulo-com-garagem-370m2-venda-RS20999956-id-2665756926;"2023-11-01 11:52:21.945925";20999956;370;3.0;;6.0;Rua Curitiba, 01 - Paraíso, São Paulo - SP;-23.5797402;-46.6548311
vivareal;predio-comercial-liberdade-centro-sao-paulo-com-garagem-2594m2-venda-RS22000000-id-2539056186;"2023-11-01 11:52:47.325986";22000000;2594;;10.0;35.0;Rua Galvão Bueno, 430 - Liberdade, São Paulo - SP;-23.5594883;-46.6352205
vivareal;apartamento-4-quartos-indianopolis-zona-sul-sao-paulo-com-garagem-479m2-venda-RS17300000-id-2661664593;"2023-11-01 11:53:10.966649";17300000;479;4.0;;5.0;Avenida Sabiá - Indianópolis, São Paulo - SP;-23.6004324;-46.6654618
vivareal;lote-terreno-cambuci-zona-sul-sao-paulo-4314m2-venda-RS17000000-id-2539535328;"2023-11-01 11:54:04.648468";17000000;4314;;;;Avenida do Estado, 5476 - Cambuci, São Paulo - SP;-23.5587207;-46.6169215
vivareal;lote-terreno-cambuci-zona-sul-sao-paulo-4314m2-venda-RS17000000-id-2539535328;"2023-11-01 11:54:53.006055";17000000;4314;;;;Avenida do Estado, 5476 - Cambuci, São Paulo - SP;-23.5587207;-46.6169215
vivareal;sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-608m2-venda-RS15000000-id-2646425522;"2023-11-01 11:55:16.474920";15000000;608;;6.0;12.0;Avenida Brigadeiro Faria Lima, 3311 - Itaim Bibi, São Paulo - SP;-23.5848155;-46.683001
vivareal;galpao-deposito-armazem-4-quartos-furnas-zona-norte-sao-paulo-2800m2-venda-RS17850000-id-1404405498;"2023-11-01 11:55:40.209379";17850000;2800;4.0;4.0;0.0;Rua Ana do Sacramento Andrade - Furnas, São Paulo - SP;-23.4177946;-46.5831765
vivareal;apartamento-3-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-289m2-venda-RS15900000-id-2664689722;"2023-11-01 11:56:04.406483";15900000;289;3.0;;3.0;Rua Pedroso Alvarenga, 706 - Itaim Bibi, São Paulo - SP;-23.5813514;-46.6773899
vivareal;ponto-comercial-lapa-zona-oeste-sao-paulo-1169m2-venda-RS15000000-id-2651864260;"2023-11-01 11:56:28.838297";15000000;1169;;;0.0;Rua Doze de Outubro - Lapa, São Paulo - SP;-23.5215024;-46.704811
vivareal;imovel-comercial-jardim-paulista-zona-sul-sao-paulo-com-garagem-400m2-venda-RS29900000-id-2652376279;"2023-11-01 11:56:53.020268";29900000;400;;7.0;20.0;Rua Peixoto Gomide, 1596 - Jardim Paulista, São Paulo - SP;-23.5657714;-46.66238810000001
vivareal;sala-comercial-itaim-bibi-zona-sul-sao-paulo-561m2-venda-RS16000000-id-2529820402;"2023-11-01 11:57:46.868811";16000000;561;;7.0;0.0;Itaim Bibi, São Paulo - SP;-23.5837476;-46.6780743
vivareal;predio-comercial-vila-sofia-zona-sul-sao-paulo-com-garagem-8944m2-venda-RS35000000-id-2570959242;"2023-11-01 11:58:10.791359";35000000;8944;;;150.0;Avenida Nossa Senhora do Sabará - Vila Sofia, São Paulo - SP;-23.6606577;-46.6951064
vivareal;apartamento-4-quartos-jardim-paulistano-zona-oeste-sao-paulo-com-garagem-465m2-venda-RS16500000-id-2616669995;"2023-11-01 11:59:04.691159";16500000;465;4.0;;5.0;Rua Professor Artur Ramos - Jardim Paulistano, São Paulo - SP;-23.58278;-46.6876421
vivareal;sala-comercial-brooklin-zona-sul-sao-paulo-com-garagem-743m2-venda-RS15000000-id-2658806780;"2023-11-01 11:59:28.375319";15000000;743;;10.0;14.0;Avenida Engenheiro Luiz Carlos Berrini, 105 - Brooklin, São Paulo - SP;-23.5988754;-46.6902931
vivareal;ponto-comercial-jardim-europa-zona-oeste-sao-paulo-1400m2-venda-RS32000000-id-2606474662;"2023-11-01 11:59:53.451607";32000000;1400;;8.0;0.0;Jardim Europa, São Paulo - SP;-23.5773019;-46.6802279
vivareal;casa-1-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-1333m2-venda-RS29000000-id-2634891402;"2023-11-01 12:00:19.469492";29000000;1333;1.0;;30.0;Avenida Brasil - Jardim América, São Paulo - SP;-23.5706274;-46.6705692
vivareal;imovel-comercial-pinheiros-zona-oeste-sao-paulo-com-garagem-974m2-venda-RS15000000-id-2661175214;"2023-11-01 12:00:42.729416";15000000;974;;6.0;15.0;Rua Teodoro Sampaio, 2463 - Pinheiros, São Paulo - SP;-23.5661687;-46.6915521
vivareal;apartamento-4-quartos-ibirapuera-zona-sul-sao-paulo-com-garagem-332m2-venda-RS17800000-id-2490300613;"2023-11-01 12:01:36.318053";17800000;332;4.0;;5.0;Rua Curitiba, 381 - Ibirapuera, São Paulo - SP;-23.5823509;-46.6527626
vivareal;imovel-comercial-vila-olimpia-zona-sul-sao-paulo-991m2-venda-RS15999956-id-2665777628;"2023-11-01 12:02:03.696742";15999956;991;;;0.0;Avenida dos Bandeirantes, 01 - Vila Olímpia, São Paulo - SP;-23.598416;-46.6880376
vivareal;sala-comercial-brooklin-zona-sul-sao-paulo-com-garagem-1056m2-venda-RS28500000-id-2643287691;"2023-11-01 12:02:57.664708";28500000;1056;;12.0;24.0;Avenida Engenheiro Luiz Carlos Berrini, 105 - Brooklin, São Paulo - SP;-23.5988754;-46.6902931
vivareal;predio-comercial-vila-mariana-zona-sul-sao-paulo-com-garagem-2361m2-venda-RS24000000-id-2570963347;"2023-11-01 12:03:22.697306";24000000;2361;;28.0;51.0;Rua Vergueiro - Vila Mariana, São Paulo - SP;-23.5869609;-46.6342849
vivareal;casa-4-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-365m2-venda-RS15000000-id-2613179273;"2023-11-01 12:04:17.032829";15000000;365;4.0;;2.0;Rua Iramaia - Jardim Europa, São Paulo - SP;-23.5758871;-46.6863463
vivareal;apartamento-4-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-383m2-venda-RS19850000-id-2658211456;"2023-11-01 12:04:41.391148";19850000;383;4.0;;4.0;Rua Benedito Lapin, 807 - Itaim Bibi, São Paulo - SP;-23.5874707;-46.6737378
vivareal;sala-comercial-bras-zona-leste-sao-paulo-com-garagem-1000m2-venda-RS40000000-id-2542934074;"2023-11-01 12:05:04.876770";40000000;1000;;4.0;35.0;Brás, São Paulo - SP;-23.5377391;-46.6139513
vivareal;galpao-deposito-armazem-jaguare-zona-oeste-sao-paulo-com-garagem-17008m2-venda-RS65000000-id-2661167877;"2023-11-01 12:05:28.354611";65000000;17008;;5.0;20.0;Jaguaré, São Paulo - SP;-23.5449509;-46.74698979999999
vivareal;ponto-comercial-vila-ida-zona-oeste-sao-paulo-584m2-venda-RS18000000-id-2512834857;"2023-11-01 12:05:51.827326";18000000;584;;2.0;0.0;Vila Ida, São Paulo - SP;-23.5398497;-46.7103848
vivareal;apartamento-5-quartos-vila-nova-conceicao-zona-sul-sao-paulo-com-garagem-923m2-venda-RS44900000-id-2636268500;"2023-11-01 12:06:16.086265";44900000;923;5.0;;7.0;Rua Bueno Brandão, 257 - Vila Nova Conceição, São Paulo - SP;-23.5909651;-46.6703553
vivareal;sala-comercial-vila-olimpia-zona-sul-sao-paulo-com-garagem-706m2-venda-RS15000000-id-2547257879;"2023-11-01 12:06:40.246487";15000000;706;;4.0;14.0;Rua Olimpíadas, 66 - Vila Olímpia, São Paulo - SP;-23.5951174;-46.6840593
vivareal;predio-comercial-bras-zona-leste-sao-paulo-9313m2-venda-RS27000000-id-2629370148;"2023-11-01 12:07:37.247922";27000000;9313;;;0.0;Rua Doutor Virgílio do Nascimento - Brás, São Paulo - SP;-23.5300388;-46.6135745
vivareal;casa-de-condominio-6-quartos-retiro-morumbi-zona-sul-sao-paulo-com-garagem-2200m2-venda-RS23000000-id-76118854;"2023-11-01 12:08:01.914381";23000000;2200;6.0;;12.0;Rua General Pereira da Cunha, 505 - Retiro Morumbi , São Paulo - SP;-23.6208241;-46.7071835
vivareal;galpao-deposito-armazem-bras-zona-leste-sao-paulo-com-garagem-8730m2-venda-RS27000000-id-2500047809;"2023-11-01 12:08:25.572332";27000000;8730;;12.0;18.0;Rua Doutor Virgílio do Nascimento - Brás, São Paulo - SP;-23.5300388;-46.6135745
vivareal;cobertura-3-quartos-ibirapuera-zona-sul-sao-paulo-com-garagem-566m2-venda-RS20590000-id-2642270780;"2023-11-01 12:08:49.216439";20590000;566;3.0;;9.0;Rua Jacques Félix, 450 - Ibirapuera, São Paulo - SP;-23.5923396;-46.671774
vivareal;predio-comercial-alto-da-boa-vista-zona-sul-sao-paulo-com-garagem-2137m2-venda-RS30000000-id-2531368042;"2023-11-01 12:09:13.500834";30000000;2137;;10.0;40.0;Avenida Adolfo Pinheiro - Alto Da Boa Vista, São Paulo - SP;-23.6420776;-46.6985934
vivareal;casa-de-condominio-4-quartos-chacara-flora-zona-sul-sao-paulo-com-garagem-500m2-venda-RS15000000-id-2660633099;"2023-11-01 12:09:37.362025";15000000;500;4.0;;8.0;Rua Angra dos Reis - Chácara Flora, São Paulo - SP;-23.644033;-46.6842406
vivareal;apartamento-1-quartos-itaim-bibi-zona-sul-sao-paulo-com-garagem-542m2-venda-RS38430000-id-2633428716;"2023-11-01 12:10:00.845868";38430000;542;1.0;;8.0;Itaim Bibi, São Paulo - SP;-23.5837476;-46.6780743
vivareal;sala-comercial-vila-olimpia-zona-sul-sao-paulo-com-garagem-576m2-venda-RS22850000-id-2660445678;"2023-11-01 12:10:24.671074";22850000;576;;8.0;24.0;Rua Minas de Prata, 30 - Vila Olímpia, São Paulo - SP;-23.5909748;-46.6850727
vivareal;galpao-deposito-armazem-bras-zona-leste-sao-paulo-376m2-venda-RS19900000-id-2532258590;"2023-11-01 12:10:48.892051";19900000;376;;;0.0;Brás, São Paulo - SP;-23.5377391;-46.6139513
vivareal;lote-terreno-vila-suzana-zona-oeste-sao-paulo-2442m2-venda-RS20709000-id-2601036665;"2023-11-01 12:11:12.581823";20709000;2442;;;0.0;Rua David Gebara, 1 - Vila Suzana, São Paulo - SP;-23.6185612;-46.7335025
vivareal;predio-comercial-bela-vista-centro-sao-paulo-com-garagem-4465m2-venda-RS85000000-id-2652647980;"2023-11-01 12:11:35.987934";85000000;4465;;46.0;15.0;Rua Frei Caneca, 1332 - Bela Vista, São Paulo - SP;-23.55428;-46.6542283
vivareal;casa-de-condominio-4-quartos-jardim-dos-estados-zona-sul-sao-paulo-com-garagem-500m2-venda-RS15000000-id-2645172953;"2023-11-01 12:11:59.532521";15000000;500;4.0;;10.0;Rua Visconde de Porto Seguro - Jardim dos Estados, São Paulo - SP;-23.6432145;-46.6869358
vivareal;sobrado-4-quartos-jardim-europa-zona-oeste-sao-paulo-com-garagem-750m2-venda-RS19995000-id-2622044325;"2023-11-01 12:12:47.380954";19995000;750;4.0;;5.0;Rua Bélgica - Jardim Europa, São Paulo - SP;-23.5774442;-46.6782325
vivareal;galpao-deposito-armazem-vila-leopoldina-zona-oeste-sao-paulo-9230m2-venda-RS30000000-id-2502567652;"2023-11-01 12:13:11.668186";30000000;9230;;;;Rua Major Paladino - Vila Leopoldina, São Paulo - SP;-23.5221314;-46.7414897
vivareal;cobertura-4-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-445m2-venda-RS15000000-id-2599963873;"2023-11-01 12:13:35.359612";15000000;445;4.0;;4.0;Jardim América, São Paulo - SP;-23.5693707;-46.6719782
vivareal;sala-comercial-brooklin-zona-sul-sao-paulo-com-garagem-759m2-venda-RS17000000-id-2658771663;"2023-11-01 12:13:59.703994";17000000;759;;6.0;14.0;Avenida das Nações Unidas, 14171 - Brooklin, São Paulo - SP;-23.6006359;-46.6948741
vivareal;sala-comercial-bras-zona-leste-sao-paulo-com-garagem-9313m2-venda-RS30000000-id-2663500542;"2023-11-01 12:14:23.338074";30000000;9313;;50.0;72.0;Rua Doutor Virgílio do Nascimento, 390 - Brás, São Paulo - SP;-23.5292996;-46.6126824
vivareal;imovel-comercial-pinheiros-zona-oeste-sao-paulo-com-garagem-932m2-venda-RS15000000-id-2629350909;"2023-11-01 12:14:47.745931";15000000;932;;;11.0;Avenida Pedroso de Morais, 1195 - Pinheiros, São Paulo - SP;-23.5599587;-46.6958333
vivareal;sala-comercial-bela-vista-centro-sao-paulo-com-garagem-516m2-venda-RS15500000-id-2646422050;"2023-11-01 12:15:11.557461";15500000;516;;4.0;15.0;Avenida Paulista, 283 - Bela Vista, São Paulo - SP;-23.5696438;-46.6469307
